Date,Hami_Video
2018-06-23-21:55,0
2018-06-23-22:00,0
2018-06-23-22:05,0
2018-06-23-22:10,0
2018-06-23-22:15,0
2018-06-23-22:20,0
2018-06-23-22:25,0
2018-06-23-22:30,0
2018-06-23-22:35,0
2018-06-23-22:40,0
2018-06-23-22:45,0
2018-06-23-22:50,0
2018-06-23-22:55,0
2018-06-23-23:00,0
2018-06-23-23:05,0
2018-06-23-23:10,0
2018-06-23-23:15,0
2018-06-23-23:20,0
2018-06-23-23:25,0
2018-06-23-23:30,0
2018-06-23-23:35,0
2018-06-23-23:40,0
2018-06-23-23:45,0
2018-06-23-23:50,0
2018-06-23-23:55,0
