Date,MOD
2018-06-23-09:45,32447
2018-06-23-09:50,32447
2018-06-23-09:55,32447
2018-06-23-10:00,32447
2018-06-23-10:05,32447
2018-06-23-10:10,32447
2018-06-23-10:15,32447
2018-06-23-10:20,32447
2018-06-23-10:25,32447
2018-06-23-10:30,32447
2018-06-23-10:35,32447
2018-06-23-10:40,32447
2018-06-23-10:45,32447
2018-06-23-10:50,32447
2018-06-23-10:55,32447
2018-06-23-11:00,32447
2018-06-23-11:05,32447
2018-06-23-11:10,32447
2018-06-23-11:15,32447
2018-06-23-11:20,32447
2018-06-23-11:25,32447
2018-06-23-11:30,32447
2018-06-23-11:35,32447
2018-06-23-11:40,32447
2018-06-23-11:45,32447
2018-06-23-11:50,32447
2018-06-23-11:55,32447
2018-06-23-12:00,32447
2018-06-23-12:05,32447
2018-06-23-12:10,32447
2018-06-23-12:15,32447
2018-06-23-12:20,32447
2018-06-23-12:25,32447
2018-06-23-12:30,32447
2018-06-23-12:35,32447
2018-06-23-12:40,32447
2018-06-23-12:45,32447
2018-06-23-12:50,32447
2018-06-23-12:55,32447
2018-06-23-13:00,32447
2018-06-23-13:05,32447
2018-06-23-13:10,32447
2018-06-23-13:15,32447
2018-06-23-13:20,32447
2018-06-23-13:25,32447
2018-06-23-13:30,32447
2018-06-23-13:35,32447
2018-06-23-13:40,32447
2018-06-23-13:45,32447
2018-06-23-13:50,32447
2018-06-23-13:55,32447
2018-06-23-14:00,32447
2018-06-23-14:05,32447
2018-06-23-14:10,32447
2018-06-23-14:15,32447
2018-06-23-14:20,32447
2018-06-23-14:25,32447
2018-06-23-14:30,32447
2018-06-23-14:35,32447
2018-06-23-14:40,32447
2018-06-23-14:45,32447
2018-06-23-14:50,32447
2018-06-23-14:55,32447
2018-06-23-15:00,32447
2018-06-23-15:05,32447
2018-06-23-15:10,32447
2018-06-23-15:15,32447
2018-06-23-15:20,32447
2018-06-23-15:25,32447
2018-06-23-15:30,32447
2018-06-23-15:35,32447
2018-06-23-15:40,32447
2018-06-23-15:45,32447
2018-06-23-15:50,32447
2018-06-23-15:55,32447
2018-06-23-16:00,32447
2018-06-23-16:05,32447
2018-06-23-16:10,32447
2018-06-23-16:15,32447
2018-06-23-16:20,32447
2018-06-23-16:25,32447
2018-06-23-16:30,32447
2018-06-23-16:35,32447
2018-06-23-16:40,32447
2018-06-23-16:45,32447
2018-06-23-16:50,32447
2018-06-23-16:55,32447
2018-06-23-17:00,32447
2018-06-23-17:05,32447
2018-06-23-17:10,32447
2018-06-23-17:15,32447
2018-06-23-17:20,32447
2018-06-23-17:25,32447
2018-06-23-17:30,32447
2018-06-23-17:35,32447
2018-06-23-17:40,32447
2018-06-23-17:45,32447
2018-06-23-17:50,32447
2018-06-23-17:55,32447
2018-06-23-18:00,32447
2018-06-23-18:05,32447
2018-06-23-18:10,32447
2018-06-23-18:15,32447
2018-06-23-18:20,32447
2018-06-23-18:25,32447
2018-06-23-18:30,32447
2018-06-23-18:35,32447
2018-06-23-18:40,32447
2018-06-23-18:45,32447
2018-06-23-18:50,32447
2018-06-23-18:55,32447
2018-06-23-19:00,32447
2018-06-23-19:05,32447
2018-06-23-19:10,32447
2018-06-23-19:15,32447
2018-06-23-19:20,32447
2018-06-23-19:25,32447
2018-06-23-19:30,32447
2018-06-23-19:35,32447
2018-06-23-19:40,32447
2018-06-23-19:45,32447
2018-06-23-19:50,32447
2018-06-23-19:55,32447
2018-06-23-20:00,32447
2018-06-23-20:05,32447
2018-06-23-20:10,32447
2018-06-23-20:15,32447
2018-06-23-20:20,32447
2018-06-23-20:25,32447
2018-06-23-20:30,32447
2018-06-23-20:35,32447
2018-06-23-20:40,32447
2018-06-23-20:45,32447
2018-06-23-20:50,32447
2018-06-23-20:55,32447
2018-06-23-21:00,32447
2018-06-23-21:05,32447
2018-06-23-21:10,32447
2018-06-23-21:15,32447
2018-06-23-21:20,32447
2018-06-23-21:25,32447
2018-06-23-21:30,32447
2018-06-23-21:35,32447
2018-06-23-21:40,32447
2018-06-23-21:45,32447
2018-06-23-21:50,32447
2018-06-23-21:55,32447
2018-06-23-22:00,32447
2018-06-23-22:05,32447
2018-06-23-22:10,32447
2018-06-23-22:15,32447
2018-06-23-22:20,32447
2018-06-23-22:25,32447
2018-06-23-22:30,32447
2018-06-23-22:35,32447
2018-06-23-22:40,32447
2018-06-23-22:45,32447
2018-06-23-22:50,32447
2018-06-23-22:55,32447
2018-06-23-23:00,32447
2018-06-23-23:05,32447
2018-06-23-23:10,32447
2018-06-23-23:15,32447
2018-06-23-23:20,32447
2018-06-23-23:25,32447
2018-06-23-23:30,32447
2018-06-23-23:35,32447
2018-06-23-23:40,32447
2018-06-23-23:45,32447
2018-06-23-23:50,32447
2018-06-23-23:55,32447
